Date,Time,Open,High,Low,Close,Quantity,Average
16-May-2019,,2096.00,2124.00,2077.05,2108.75,1946529,0.00
15-May-2019,,2097.00,2124.00,2084.50,2095.40,2346876,0.00
14-May-2019,,2135.00,2159.80,2072.35,2092.35,2456110,0.00
13-May-2019,,2133.00,2167.00,2121.65,2128.75,1701744,0.00
10-May-2019,,2175.00,2192.00,2125.85,2135.80,2039633,0.00
09-May-2019,,2145.00,2184.10,2136.10,2172.55,2264162,0.00
08-May-2019,,2151.00,2168.00,2130.40,2152.85,1824895,0.00
07-May-2019,,2160.05,2184.35,2138.80,2151.95,2201698,0.00
06-May-2019,,2110.00,2165.00,2108.50,2157.85,2891422,0.00
03-May-2019,,2185.00,2186.05,2125.00,2132.00,3780886,0.00
02-May-2019,,2255.00,2259.40,2211.10,2215.40,2457699,0.00
30-Apr-2019,,2238.55,2266.95,2230.10,2260.35,3488395,0.00
26-Apr-2019,,2203.00,2243.95,2193.15,2238.55,2716958,0.00
25-Apr-2019,,2175.00,2205.00,2168.05,2195.00,4211526,0.00
24-Apr-2019,,2158.00,2195.00,2156.10,2183.45,3003071,0.00
23-Apr-2019,,2163.00,2165.50,2134.05,2155.05,2163524,0.00
22-Apr-2019,,2148.00,2176.00,2145.60,2161.45,2007135,0.00
18-Apr-2019,,2149.90,2155.00,2114.20,2150.05,3413728,0.00
16-Apr-2019,,2120.00,2155.95,2115.55,2131.80,5771952,0.00
15-Apr-2019,,2070.00,2119.80,2041.00,2113.30,9189201,0.00
12-Apr-2019,,2038.00,2039.00,2007.00,2014.50,3198471,0.00
11-Apr-2019,,2045.00,2055.00,2013.65,2019.50,3422442,0.00
10-Apr-2019,,2083.00,2085.50,2036.00,2040.25,3313062,0.00
09-Apr-2019,,2070.00,2098.00,2057.65,2091.50,2690970,0.00
08-Apr-2019,,2059.00,2075.00,2032.70,2070.75,2194294,0.00
05-Apr-2019,,2028.65,2054.40,2018.80,2048.30,3152103,0.00
04-Apr-2019,,2078.15,2079.70,2007.40,2014.50,4397518,0.00
03-Apr-2019,,2085.00,2089.60,2058.10,2079.30,2939886,0.00
02-Apr-2019,,2037.10,2086.00,2037.00,2079.30,3719663,0.00
01-Apr-2019,,2010.00,2039.95,2008.25,2031.65,2095740,0.00
29-Mar-2019,,2019.00,2024.90,1983.55,2001.65,2948955,0.00
28-Mar-2019,,1980.00,2014.60,1972.80,2000.30,4054489,0.00
27-Mar-2019,,1994.00,1998.00,1961.00,1967.90,2266166,0.00
26-Mar-2019,,1984.00,1994.95,1958.05,1982.65,2316539,0.00
25-Mar-2019,,2007.80,2007.80,1977.20,1984.25,2429205,0.00
22-Mar-2019,,2015.00,2016.00,1983.30,2005.65,3148149,0.00
20-Mar-2019,,2028.00,2044.80,2000.00,2015.05,3091165,0.00
19-Mar-2019,,2030.00,2030.00,1995.10,2022.80,2373993,0.00
